loss,accuracy
1.203958883881569,70.5
1.3263096660375595,69.4
1.3729151040315628,67.70938446014127
1.2899360060691831,70.2
1.298689603805542,68.23647294589178
1.2931993156671524,69.2
1.3436633348464966,68.10431293881645
1.2758961915969849,68.937875751503
1.3145749866962433,67.54032258064517
1.4434678256511688,70.1
1.29010272026062,69.1
1.4501812607049942,65.3
1.4374840408563614,67.0
1.2997837662696838,68.5
1.2520385831594467,71.0
1.3380643874406817,68.5370741482966
1.3914426863193512,67.0
1.4472327530384064,66.43286573146293
1.4584610164165497,67.46987951807229
1.3751794546842575,67.7
1.220196396112442,69.9
1.3042350262403488,68.8
1.4984707683324814,64.4
1.2748644948005676,70.6
1.1846826672554016,71.44288577154309
1.3178146928548813,69.7
1.296562373638153,68.81287726358148
1.2457082569599152,69.6
1.3781742453575134,68.5
1.4110091775655746,66.4
1.5160870552062988,65.79739217652958
1.3934157490730286,66.7
1.436935931444168,67.1
1.471325397491455,65.19558676028085
1.3356137424707413,69.1
1.35615736246109,68.3
1.3192437291145325,68.3
1.2379087507724762,68.26826826826827
1.2839801460504532,69.1
1.3622823059558868,66.6
1.419606864452362,65.7
1.4118030667304993,66.4
1.304723620414734,69.6
1.3492184579372406,67.6
1.3178757578134537,68.5
1.412341594696045,67.5
1.2874507308006289,70.0
1.396598219871521,66.2
1.4075135439634323,67.2
1.2728932350873947,71.34268537074148
1.338518425822258,68.1
1.386753425002098,67.7
1.4234980046749115,67.5025075225677
1.3325631469488144,69.1073219658977
1.4269993007183075,68.7
1.3550739586353302,66.86686686686687
1.354742407798767,67.76776776776777
1.3158099800348282,68.4
1.377588003873825,68.9
1.2878047674894333,70.49345417925478
1.150034248828888,69.9
1.3228393495082855,69.15322580645162
1.3372128009796145,68.1
1.3521755933761597,68.3
1.4320212602615356,66.36636636636636
1.417231187224388,66.46586345381526
1.354595124721527,67.6
1.2597704976797104,68.4
1.4028559923171997,67.46987951807229
1.516609042882919,64.6
1.3898058384656906,67.74193548387096
1.4032044112682345,68.77510040160642
1.354002520442009,68.937875751503
1.3589696437120438,67.2
1.3698274791240692,67.9
1.2401604056358335,70.2
1.294586420059204,68.2
1.3346852362155914,68.4
1.3116619288921356,68.9
1.3958706855773926,67.03629032258064
1.3833077251911163,68.25075834175935
1.2439838349819183,69.62663975782039
1.369726061820984,67.8
1.41114342212677,66.7
1.2857349812984469,67.7
1.4474772065877914,68.6
1.3588775098323822,67.7
1.2341503351926804,70.82494969818913
1.16741082072258,71.8
1.3255426287651062,69.3
1.368564561009407,68.4
1.3367629945278168,68.5
1.4239801168441772,66.8
1.1993824541568756,71.6
1.3730727434158323,66.3
1.415107399225235,67.8
1.3375705480575562,68.6
1.5033199191093445,65.7
1.3605146259069445,67.1
1.29266257584095,69.3
1.3788664638996124,67.57852077001013
1.3164706230163574,69.8
1.3518035411834717,67.80684104627767
1.368100792169571,65.5
1.3062094002962112,69.37751004016064
1.2367132753133774,69.4
1.3422154784202576,68.3
1.4124454110860825,69.23847695390782
1.3333431780338287,68.4
1.2623367458581924,71.8
1.2428279668092728,69.70912738214643
1.2921393811702728,69.56956956956957
1.2339062541723251,71.71514543630893
1.3491143435239792,67.86786786786787
1.3149473667144775,68.6
1.3423749804496763,69.2
1.306011587381363,68.3
1.477634698152542,67.2
1.284522965550423,70.0
1.3503807187080383,68.9
1.297215715050697,67.6
1.3138971626758575,69.1
1.2346977591514587,71.5
1.318969875574112,67.7
1.3635671585798264,67.2
1.2893348336219788,69.0
1.309687465429306,68.7
1.377945676445961,68.5427135678392
1.3676866590976715,68.6
1.2881951481103897,67.2
1.307378590106964,70.7
1.4609034061431885,64.8
1.3007743209600449,68.1
1.3485501408576963,67.1
1.2706828117370603,70.5
1.3521862179040909,67.5
1.2894015312194824,69.0
1.2905777394771576,71.0
1.3036851733922958,69.4
1.268326073884964,69.90972918756269
1.406244695186615,67.5
1.3357698321342468,67.6
1.3163295984268188,68.5
1.2826660573482511,68.5
1.2547745108604431,67.90371113340021
1.2914170026779177,68.8
1.3027232885360718,69.3
1.4957894682884216,65.7
1.331915706396103,70.11144883485309
1.3742454797029495,66.0
1.283616691827774,69.04522613065326
1.2347761988639832,69.9
1.3206861466169355,67.3
1.4116547852754593,64.6
1.3766637444496157,67.2
1.4175656139850616,64.2
1.382447898387909,68.9
1.4989066123962402,67.570281124498
1.272446170449257,68.1
1.2894567251205444,68.8821752265861
1.3666494190692902,68.5
1.3541184812784195,68.8
1.2146855145692823,70.9
1.4655316770076752,65.76576576576576
1.422660306096077,66.7
1.359460636973381,70.4
1.281338393688202,70.5
